"datetime","reference_datetime","duration","site_id","depth_m","family","parameter","variable","prediction","model_id","project_id"
2026-04-26,2026-04-25,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",1.04788486621138,"fDCMdepth_mp","vera4cast"
2026-04-26,2026-04-25,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",4.86147878288138,"fDCMdepth_mp","vera4cast"
2026-04-26,2026-04-25,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",1.85001339610935,"fDCMdepth_mp","vera4cast"
2026-04-26,2026-04-25,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",1.76607699838578,"fDCMdepth_mp","vera4cast"
2026-04-26,2026-04-25,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.36364687513015,"fDCMdepth_mp","vera4cast"
2026-04-27,2026-04-25,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",5.31084752967619,"fDCMdepth_mp","vera4cast"
2026-04-27,2026-04-25,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.84024422117046,"fDCMdepth_mp","vera4cast"
2026-04-27,2026-04-25,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",3.07941122119489,"fDCMdepth_mp","vera4cast"
2026-04-27,2026-04-25,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",1.04624012316685,"fDCMdepth_mp","vera4cast"
2026-04-27,2026-04-25,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.87250727326139,"fDCMdepth_mp","vera4cast"
2026-04-28,2026-04-25,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",-1.0643980521934,"fDCMdepth_mp","vera4cast"
2026-04-28,2026-04-25,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",4.48761682414696,"fDCMdepth_mp","vera4cast"
2026-04-28,2026-04-25,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",3.1627142338068,"fDCMdepth_mp","vera4cast"
2026-04-28,2026-04-25,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",1.13045126475834,"fDCMdepth_mp","vera4cast"
